"billPeriodEnd"|"billdocAaxId"|"salesPartnerAaxId"|"customerAaxId"|"customerId"|"orderableProductName"|"baseProductName"|"countryCode"|"billableItemId"|"billDocumentnetAmount"|"amount"|"amountPerCustomerRegion"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004621291"|"338433758.37"|"141.19"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004621292"|"338433758.37"|"140.96"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004621314"|"338433758.37"|"162.81"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004621329"|"338433758.37"|"131.52"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004621341"|"338433758.37"|"110.69"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004621342"|"338433758.37"|"29.95"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004621343"|"338433758.37"|".32"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004621919"|"338433758.37"|"35.99"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004621920"|"338433758.37"|"139.2"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004621925"|"338433758.37"|"33.93"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004621926"|"338433758.37"|"239.42"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004621929"|"338433758.37"|"19.62"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004622644"|"338433758.37"|"75.78"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004622645"|"338433758.37"|".32"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004622667"|"338433758.37"|".5"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004622913"|"338433758.37"|"141.16"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004622914"|"338433758.37"|"82.42"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004622915"|"338433758.37"|"140.96"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004622916"|"338433758.37"|"26.24"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004622973"|"338433758.37"|"140.96"|"50471.45"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004531043"|"338433758.37"|"1087.957"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004531242"|"338433758.37"|"7449.858"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004531243"|"338433758.37"|"116.178"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004531257"|"338433758.37"|"19562.707"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004531358"|"338433758.37"|"15991.195"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004531367"|"338433758.37"|"16995.809"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004531438"|"338433758.37"|"14738.235"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004531451"|"338433758.37"|"12846.696"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004531702"|"338433758.37"|"9785.847"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004536306"|"338433758.37"|"2963.56"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004554689"|"338433758.37"|"2353.036"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004554915"|"338433758.37"|"2464.488"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004555439"|"338433758.37"|"22599.972"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004558758"|"338433758.37"|"3079.738"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004558815"|"338433758.37"|"30985.052"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004558949"|"338433758.37"|"6791.972"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004559010"|"338433758.37"|"16360.953"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004559030"|"338433758.37"|"13988.825"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004559476"|"338433758.37"|"14738.235"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004559821"|"338433758.37"|"18969.116"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004559839"|"338433758.37"|"3148.739"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004559840"|"338433758.37"|"20996.214"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004559940"|"338433758.37"|"2604.978"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004559941"|"338433758.37"|"29696.822"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004559956"|"338433758.37"|"14211.447"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004559959"|"338433758.37"|"14738.235"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004560031"|"338433758.37"|"15990.567"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004560032"|"338433758.37"|"18012.569"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004560209"|"338433758.37"|"14972.158"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004560292"|"338433758.37"|"18220.545"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2023537385"|"Seven RegKunde"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004560328"|"338433758.37"|"1176.518"|"6802262.195"
"31/10/2021"|"313401335"|"1800008521"|"2024530051"|"Company SW 607"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004431368"|"338433758.37"|"6818.725"|"216115.605"
"31/10/2021"|"313401335"|"1800008521"|"2024530051"|"Company SW 607"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004431369"|"338433758.37"|"10969.984"|"216115.605"
"31/10/2021"|"313401335"|"1800008521"|"2024530051"|"Company SW 607"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004461506"|"338433758.37"|"6933.385"|"216115.605"
"31/10/2021"|"313401335"|"1800008521"|"2024530051"|"Company SW 607"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004499097"|"338433758.37"|"15184.927"|"216115.605"
"31/10/2021"|"313401335"|"1800008521"|"2024530051"|"Company SW 607"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004528415"|"338433758.37"|"24784.841"|"216115.605"
"31/10/2021"|"313401335"|"1800008521"|"2024530051"|"Company SW 607"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004610686"|"338433758.37"|"24784.841"|"216115.605"
"31/10/2021"|"313401335"|"1800008521"|"2024530051"|"Company SW 607"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004712898"|"338433758.37"|"14221.913"|"216115.605"
"31/10/2021"|"313401335"|"1800008521"|"2024530051"|"Company SW 607"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004730558"|"338433758.37"|"31111.484"|"216115.605"
"31/10/2021"|"313401335"|"1800008521"|"2024530051"|"Company SW 607"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004739199"|"338433758.37"|"5030.657"|"216115.605"
"31/10/2021"|"313401335"|"1800008521"|"2024530051"|"Company SW 607"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004739200"|"338433758.37"|"5115.072"|"216115.605"
"31/10/2021"|"313401335"|"1800008521"|"2024530051"|"Company SW 607"|"Hungary"|"Toll Hungary"|"HU"|"2021-0000000004756061"|"338433758.37"|"5372.077"|"216115.605"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ESCOTA"|"FR"|"2021-0000000004548858"|"338433758.37"|"95.01"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004549034"|"338433758.37"|"99.75"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004549042"|"338433758.37"|"208.68"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004549131"|"338433758.37"|"208.68"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004549145"|"338433758.37"|"305.62"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004549211"|"338433758.37"|"305.62"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004549219"|"338433758.37"|"218.68"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004549244"|"338433758.37"|"212.6"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ESCOTA"|"FR"|"2021-0000000004549472"|"338433758.37"|"57.2"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004549680"|"338433758.37"|"208.68"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004549713"|"338433758.37"|"305.62"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004549746"|"338433758.37"|"305.62"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004550014"|"338433758.37"|"208.68"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004550052"|"338433758.37"|"96.83"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004550201"|"338433758.37"|"305.62"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll COFIROUTE"|"FR"|"2021-0000000004551392"|"338433758.37"|"60.58"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004551432"|"338433758.37"|"305.62"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004551581"|"338433758.37"|"208.68"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004551739"|"338433758.37"|"208.68"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004551768"|"338433758.37"|"208.68"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004552703"|"338433758.37"|"208.68"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004552705"|"338433758.37"|"208.68"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004552729"|"338433758.37"|"208.68"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004552803"|"338433758.37"|"303.73"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004553093"|"338433758.37"|"305.62"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004553096"|"338433758.37"|"208.68"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004553138"|"338433758.37"|"305.62"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004553228"|"338433758.37"|"208.68"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004553231"|"338433758.37"|"208.68"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004553310"|"338433758.37"|"208.68"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004553451"|"338433758.37"|"208.68"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2024847638"|"Testkunde Thomas"|"Toll France"|"Toll COFIROUTE"|"FR"|"2021-0000000004553704"|"338433758.37"|"24.83"|"29741.73"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ATLANDES"|"FR"|"2021-0000000004450641"|"338433758.37"|"61.33"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ATLANDES"|"FR"|"2021-0000000004450762"|"338433758.37"|"30.67"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ATLANDES"|"FR"|"2021-0000000004450885"|"338433758.37"|"30.67"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ATLANDES"|"FR"|"2021-0000000004450914"|"338433758.37"|"46"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ATLANDES"|"FR"|"2021-0000000004451196"|"338433758.37"|"30.67"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ATLANDES"|"FR"|"2021-0000000004451211"|"338433758.37"|"61.33"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ATLANDES"|"FR"|"2021-0000000004452224"|"338433758.37"|"61.33"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ATLANDES"|"FR"|"2021-0000000004453343"|"338433758.37"|"30.67"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ATLANDES"|"FR"|"2021-0000000004454854"|"338433758.37"|"61.33"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ATLANDES"|"FR"|"2021-0000000004457876"|"338433758.37"|"30.67"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ATLANDES"|"FR"|"2021-0000000004458410"|"338433758.37"|"30.67"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ATLANDES"|"FR"|"2021-0000000004460047"|"338433758.37"|"61.33"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ATLANDES"|"FR"|"2021-0000000004462738"|"338433758.37"|"30.67"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ATLANDES"|"FR"|"2021-0000000004470453"|"338433758.37"|"30.67"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004540856"|"338433758.37"|"9.25"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004541912"|"338433758.37"|"51.17"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004542248"|"338433758.37"|"122.55"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ESCOTA"|"FR"|"2021-0000000004542249"|"338433758.37"|"33"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ARCOUR"|"FR"|"2021-0000000004542250"|"338433758.37"|"14.17"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004542488"|"338433758.37"|"109.75"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll COFIROUTE"|"FR"|"2021-0000000004542489"|"338433758.37"|"56.5"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004542519"|"338433758.37"|"125.53"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ESCOTA"|"FR"|"2021-0000000004542520"|"338433758.37"|"110.42"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004542695"|"338433758.37"|"119.52"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll COFIROUTE"|"FR"|"2021-0000000004542696"|"338433758.37"|"100.75"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004542882"|"338433758.37"|"56.17"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004542889"|"338433758.37"|"124.15"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll COFIROUTE"|"FR"|"2021-0000000004542890"|"338433758.37"|"269.28"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004542941"|"338433758.37"|"8.83"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll ASF"|"FR"|"2021-0000000004542980"|"338433758.37"|"12.42"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Toll France"|"Toll COFIROUTE"|"FR"|"2021-0000000004542981"|"338433758.37"|"133.19"|"77950.94"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004470527"|"338433758.37"|"5.22"|"11296.2"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004471371"|"338433758.37"|"61.05"|"11296.2"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004471372"|"338433758.37"|"122.83"|"11296.2"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004471555"|"338433758.37"|"139.38"|"11296.2"
"31/10/2021"|"313401335"|"1800008521"|"2025764267"|"Dora TheSecond"|"Austrian Toll"|"Toll ASFiNAG"|"AT"|"2021-0000000004471769"|"338433758.37"|"135.25"|"11296.2"
